cumulative_frequency	cumulative_node_frequency	count	text
0.7224	0.3361	37174	<%ID> = getelementptr inbounds [100 x i32], [100 x i32]* <%ID>, i64 <INT>, i64 <INT>
0.7227	0.3362	36866	call void <@ID>(i8* <%ID>, i8* <%ID>, i64 <INT>, i32 <INT>, i1 false)
0.723	0.3363	36812	<%ID> = call double <@ID>(double <%ID>)
0.7232	0.3365	36801	<%ID> = icmp ugt i64 <%ID>, <%ID>
0.7235	0.3366	36713	<%ID> = getelementptr inbounds [100 x i8], [100 x i8]* <%ID>, i64 <INT>, i64 <INT>
0.7238	0.3367	36641	<%ID> = zext i1 <%ID> to i64
0.7241	0.3369	36434	<%ID> = call i32 (i8*, ...) <@ID>(i8* getelementptr inbounds ([4 x i8], [4 x i8]* <@ID>, i32 <INT>, i32 <INT>), i32 <%ID>)
0.7244	0.337	36374	<%ID> = sub nsw i32 <INT>, <%ID>
0.7247	0.3372	36355	<%ID> = alloca { { { { { { i32 } } } } } }*, align 8
0.725	0.3373	36295	store volatile i32** <%ID>, i32*** <%ID>, align 8
0.7253	0.3374	35982	store <4 x i32> <i32 <INT>, i32 <INT>, i32 <INT>, i32 <INT>>, <4 x i32>* <%ID>, align 16
0.7256	0.3376	35796	<%ID> = bitcast i8* <%ID> to { opaque, { i32 (...)**, opaque }*, i8, i8, { i32 (...)**, i8*, i8*, i8*, i8*, i8*, i8*, { { i32, <{ i32 (...)**, i32, [4 x i8] }>**, i64, <{ i32 (...)**, i32, [4 x i8] }>**, i8** }* } }*, <{ <{ i32 (...)**, i32 }>, [4 x i8], { [13 x opaque*], i16*, i32*, i32*, [13 x i8*] }*, i8, [7 x i8], i32*, i32*, i16*, i8, [256 x i8], [256 x i8], i8, [6 x i8] }>*, { <{ i32 (...)**, i32 }>, [4 x i8] }*, { <{ i32 (...)**, i32 }>, [4 x i8] }* }*
0.7259	0.3377	35666	<%ID> = getelementptr inbounds [500 x i32], [500 x i32]* <%ID>, i64 <INT>, i64 <%ID>
0.7261	0.3378	35576	<%ID> = bitcast <%ID>* <%ID> to <%ID>*
0.7264	0.338	35556	<%ID> = call i32 <@ID>()
0.7267	0.3381	35151	<%ID> = load i16, i16* <%ID>, align 8
0.727	0.3382	35012	<%ID> = load { i32, i8*, i8*, i8*, i8*, i8*, i8*, i8*, i8*, i8*, i8*, i8*, { opaque*, opaque*, i32 }*, opaque*, i32, i32, i64, i16, i8, [1 x i8], i8*, i64, i8*, i8*, i8*, i8*, i64, i32, [20 x i8] }*, { i32, i8*, i8*, i8*, i8*, i8*, i8*, i8*, i8*, i8*, i8*, i8*, { opaque*, opaque*, i32 }*, opaque*, i32, i32, i64, i16, i8, [1 x i8], i8*, i64, i8*, i8*, i8*, i8*, i64, i32, [20 x i8] }** <%ID>, align 8
0.7273	0.3383	34855	ret i1 <%ID>
0.7276	0.3385	34668	<%ID> = mul i64 <%ID>, <INT>
0.7278	0.3386	34624	<%ID> = sext i16 <%ID> to i32
0.7281	0.3387	34468	<%ID> = alloca [100 x i8], align 16
0.7284	0.3389	33885	<%ID> = call dereferenceable(280) { i32 (...)**, i64, opaque }* <@ID>({ i32 (...)**, i64, opaque }* <@ID>, i32* dereferenceable(4) <%ID>)
0.7286	0.339	33718	<%ID> = tail call dereferenceable(272) { i32 (...)**, opaque }* <@ID>({ i32 (...)**, opaque }* nonnull <%ID>)
0.7289	0.3391	33636	<%ID> = getelementptr inbounds [100 x double], [100 x double]* <%ID>, i64 <INT>, i64 <%ID>
0.7292	0.3392	33571	store i8* null, i8** <%ID>, align 8
0.7295	0.3394	33550	<%ID> = getelementptr inbounds [10000 x i32], [10000 x i32]* <%ID>, i64 <INT>, i64 <%ID>
0.7297	0.3395	33462	<%ID> = getelementptr inbounds [200 x i32], [200 x i32]* <%ID>, i64 <INT>, i64 <%ID>
0.73	0.3396	33450	<%ID> = load volatile i16, i16* <%ID>, align 2
0.7303	0.3397	33359	<%ID> = call dereferenceable(272) { i32 (...)**, opaque }* <@ID>({ i32 (...)**, opaque }* <%ID>, { i32 (...)**, opaque }* ({ i32 (...)**, opaque }*)* <@ID>)
0.7305	0.3399	33312	<%ID> = fsub float <%ID>, <%ID>
0.7308	0.34	33124	<%ID> = fmul double <%ID>, <FLOAT>
0.7311	0.3401	33094	<%ID> = load volatile i8, i8* <%ID>, align 1
0.7313	0.3402	33043	<%ID> = getelementptr inbounds float, float addrspace(1)* <%ID>, i64 <%ID>
0.7316	0.3403	32886	store { { { { { { i32 } } } } } }* <%ID>, { { { { { { i32 } } } } } }** <%ID>, align 8
0.7319	0.3405	32856	<%ID> = phi i1 [ false, <%ID> ], [ <%ID>, <%ID> ]
0.7321	0.3406	32714	<%ID> = ashr i32 <%ID>, <INT>
0.7324	0.3407	32704	<%ID> = alloca float, align 4
0.7326	0.3408	32541	<%ID> = phi double [ <%ID>, <%ID> ], [ <%ID>, <%ID> ]
0.7329	0.341	32479	<%ID> = getelementptr inbounds i64, i64* <%ID>, i64 <%ID>
0.7332	0.3411	32464	<%ID> = icmp sge i32 <%ID>, <%ID>
0.7334	0.3412	32368	store volatile i32* <%ID>, i32** <%ID>, align 8
0.7337	0.3413	32185	<%ID> = getelementptr inbounds { double, double }, { double, double }* <%ID>, i32 <INT>, i32 <INT>
0.7339	0.3414	31721	<%ID> = insertelement <4 x i32> undef, <TYP> <%ID>, <TYP> 0
0.7342	0.3416	31695	<%ID> = trunc i64 <%ID> to i8
0.7344	0.3417	31413	<%ID> = zext i1 <%ID> to i8
0.7347	0.3418	31219	<%ID> = select i1 <%ID>, i8* <%ID>, i8* <%ID>
0.7349	0.3419	31179	<%ID> = phi i32 [ <%ID>, <%ID> ], [ <%ID>, <%ID> ], [ <%ID>, <%ID> ], [ <%ID>, <%ID> ]
0.7352	0.342	31093	<%ID> = icmp ne i8 <%ID>, <INT>
0.7354	0.3421	31004	store i8** <%ID>, i8*** <%ID>, align 8
0.7357	0.3423	30817	<%ID> = getelementptr inbounds i64, i64* <%ID>, i64 <INT>
0.7359	0.3424	30722	<%ID> = icmp ugt i32 <%ID>, <%ID>
0.7362	0.3425	30541	<%ID> = icmp slt <4 x i32> <%ID>, <%ID>
0.7364	0.3426	30322	<%ID> = getelementptr inbounds double, double* <%ID>, i64 <INT>
0.7367	0.3427	30150	<%ID> = getelementptr inbounds i8, i8* bitcast ({ i32 (...)**, opaque }* <@ID> to i8*), i64 <%ID>
0.7369	0.3428	30134	<%ID> = load i8*, i8** bitcast ({ i32 (...)**, opaque }* <@ID> to i8**), align 8
0.7371	0.3429	30084	<%ID> = load { i16, i16, [1 x { i8* }] }*, { i16, i16, [1 x { i8* }] }** <%ID>, align 8
0.7374	0.343	29802	<%ID> = icmp ugt i64 <%ID>, <INT>
0.7376	0.3432	29786	<%ID> = tail call dereferenceable(272) { i32 (...)**, opaque }* <@ID>({ i32 (...)**, opaque }* nonnull <%ID>, i8 signext <%ID>)
0.7379	0.3433	29442	store <%ID>* <%ID>, <%ID>** <%ID>, align 8
0.7381	0.3434	29404	call void <@ID>(i8* nonnull <%ID>, i8* nonnull <%ID>, i64 <INT>, i32 <INT>, i1 false)
0.7383	0.3435	29378	<%ID> = sub i32 <%ID>, <INT>
0.7386	0.3436	29280	<%ID> = bitcast { { { { { i32 } } } } }* <%ID> to { { { { i32 } } } }*
0.7388	0.3437	29206	<%ID> = xor i64 <%ID>, <INT>
0.739	0.3438	29119	<%ID> = call i32 (i8*, ...) <@ID>(i8* getelementptr inbounds ([3 x i8], [3 x i8]* <@ID>, i32 <INT>, i32 <INT>), i32 <%ID>)
0.7393	0.3439	29019	call void <@ID>(i32 <INT>)
0.7395	0.344	28913	call void <@ID>(i8* align 8 <%ID>, i8 <INT>, i64 <INT>, i1 false)
0.7397	0.3441	28904	<%ID> = bitcast i32** <%ID> to i8*
0.74	0.3442	28786	<%ID> = call i32 <@ID>(i8* <%ID>)
0.7402	0.3443	28586	<%ID> = load { { { opaque*, opaque*, { opaque* } } }, { opaque* }, { i64 }, [48 x i8], { { i64, void (opaque*)* } }, opaque*, i64, { { { i32 } }, i16, i16, opaque*, opaque*, { { { [4 x i32] } } } }*, i32, i32, i16, i16, i16, [0 x i8], i8, [0 x i32], [0 x i8], i32, i16, { i32 }, i32, i32, i32, i16, i16, { i32 }, i32, { i32 }, { i16 }, i16, i16, i16, i16, i16, i16, i16, [0 x i32], i32, i32, i8*, i8*, i32, { { i32 } } }*, { { { opaque*, opaque*, { opaque* } } }, { opaque* }, { i64 }, [48 x i8], { { i64, void (opaque*)* } }, opaque*, i64, { { { i32 } }, i16, i16, opaque*, opaque*, { { { [4 x i32] } } } }*, i32, i32, i16, i16, i16, [0 x i8], i8, [0 x i32], [0 x i8], i32, i16, { i32 }, i32, i32, i32, i16, i16, { i32 }, i32, { i32 }, { i16 }, i16, i16, i16, i16, i16, i16, i16, [0 x i32], i32, i32, i8*, i8*, i32, { { i32 } } }** <%ID>, align 8
0.7404	0.3445	28499	switch i32 <%ID>, label <%ID> [
    i32 <INT>, label <%ID>
    i32 <INT>, label <%ID>
    i32 <INT>, label <%ID>
    i32 <INT>, label <%ID>
  ]
0.7406	0.3446	28496	<%ID> = sitofp i32 <%ID> to float
0.7409	0.3447	28125	<%ID> = extractvalue { i8*, i32 } <%ID>, 1
0.7411	0.3448	28024	<%ID> = getelementptr inbounds { i32 }, { i32 }* <%ID>, i32 <INT>, i32 <INT>
0.7413	0.3449	27927	<%ID> = load { i8*, i32, i8, opaque, i32, { i64, i64, i8*, i64, i64, opaque*, opaque*, opaque* }*, { [20 x i8], i64 }*, i8*, opaque*, {} }*, { i8*, i32, i8, opaque, i32, { i64, i64, i8*, i64, i64, opaque*, opaque*, opaque* }*, { [20 x i8], i64 }*, i8*, opaque*, {} }** <%ID>, align 8
0.7415	0.345	27912	<%ID> = shufflevector <4 x i32> <%ID>, <4 x i32> undef, <4 x i32> zeroinitializer
0.7418	0.3451	27907	<%ID> = getelementptr inbounds [101 x i32], [101 x i32]* <%ID>, i64 <INT>, i64 <%ID>
0.742	0.3452	27904	<%ID> = call dereferenceable(280) { i32 (...)**, i64, opaque }* <@ID>({ i32 (...)**, i64, opaque }* nonnull <%ID>, i32* nonnull dereferenceable(4) <%ID>)
0.7422	0.3453	27594	<%ID> = getelementptr inbounds <%ID>, <%ID>* <%ID>, i64 <INT>, i32 <INT>, i64 <INT>, i64 <INT>
0.7424	0.3454	27554	<%ID> = bitcast i32*** <%ID> to i8*
0.7426	0.3455	27530	<%ID> = getelementptr inbounds [4 x i32], [4 x i32]* <%ID>, i64 <INT>, i64 <INT>
0.7429	0.3456	27374	<%ID> = alloca i8**, align 8
0.7431	0.3457	27353	store volatile i16 <%ID>, i16* <%ID>, align 2
0.7433	0.3458	27239	<%ID> = call dereferenceable(272) { i32 (...)**, opaque }* <@ID>({ i32 (...)**, opaque }* <@ID>, i32 <%ID>)
0.7435	0.3459	27103	<%ID> = urem i32 <%ID>, <%ID>
0.7437	0.346	27078	<%ID> = load volatile i32*, i32** <%ID>, align 8
0.744	0.3461	26888	<%ID> = getelementptr inbounds { i32, i32 }, { i32, i32 }* <%ID>, i32 <INT>, i32 <INT>
0.7442	0.3462	26884	<%ID> = call i32 <@ID>({ i32, i8*, i8*, i8*, i8*, i8*, i8*, i8*, i8*, i8*, i8*, i8*, { opaque*, opaque*, i32 }*, opaque*, i32, i32, i64, i16, i8, [1 x i8], i8*, i64, i8*, i8*, i8*, i8*, i64, i32, [20 x i8] }* <%ID>)
0.7444	0.3463	26806	<%ID> = getelementptr inbounds [100000 x i32], [100000 x i32]* <%ID>, i64 <INT>, i64 <%ID>
0.7446	0.3464	26690	<%ID> = call dereferenceable(272) { i32 (...)**, opaque }* <@ID>({ i32 (...)**, opaque }* nonnull <%ID>, i32 <%ID>)
0.7448	0.3465	26638	<%ID> = getelementptr inbounds i8*, i8** <%ID>, i64 <%ID>
0.745	0.3466	26576	store volatile i8 <%ID>, i8* <%ID>, align 1
0.7452	0.3467	26568	<%ID> = load volatile i32**, i32*** <%ID>, align 8
0.7455	0.3468	26379	<%ID> = getelementptr inbounds [5 x i32], [5 x i32]* <%ID>, i64 <INT>, i64 <INT>
0.7457	0.3469	26332	<%ID> = mul i64 <%ID>, <%ID>
0.7459	0.347	26238	<%ID> = load i16, i16* <%ID>, align 4
0.7461	0.3471	26232	<%ID> = load float, float addrspace(1)* <%ID>, align 4
0.7463	0.3472	26144	<%ID> = select i1 <%ID>, i32 <%ID>, i32 <INT>
0.7465	0.3473	26108	<%ID> = fdiv fast double <%ID>, <%ID>
0.7467	0.3474	26038	<%ID> = call dereferenceable(272) { i32 (...)**, opaque }* <@ID>({ i32 (...)**, opaque }* nonnull <@ID>, i8 signext <%ID>)
0.7469	0.3475	25964	<%ID> = urem i32 <%ID>, <INT>
0.7471	0.3476	25905	<%ID> = call dereferenceable(272) { i32 (...)**, opaque }* <@ID>({ i32 (...)**, opaque }* nonnull dereferenceable(272) <@ID>, i8* nonnull <%ID>, i64 <INT>)
0.7473	0.3477	25741	<%ID> = alloca { { { { { { i64, i64, i8* } } } } } }, align 8
0.7475	0.3478	25700	<%ID> = getelementptr inbounds <{ <{ <{ i64 }>, opaque* }> }>, <{ <{ <{ i64 }>, opaque* }> }>* <%ID>, i32 <INT>, i32 <INT>
0.7477	0.3479	25693	<%ID> = getelementptr inbounds <{ <{ <{ <{ i64 }>, opaque* }> }> }>, <{ <{ <{ <{ i64 }>, opaque* }> }> }>* <%ID>, i32 <INT>, i32 <INT>
0.748	0.348	25635	<%ID> = getelementptr inbounds [100 x i8], [100 x i8]* <%ID>, i32 <INT>, i32 <INT>
0.7482	0.3481	25493	call void <@ID>(opaque* <%ID>)
0.7484	0.3482	25485	<%ID> = alloca i32**, align 8
0.7486	0.3482	25473	<%ID> = getelementptr inbounds [20 x i32], [20 x i32]* <%ID>, i64 <INT>, i64 <%ID>
0.7488	0.3483	25341	<%ID> = getelementptr inbounds [6 x i32], [6 x i32]* <%ID>, i64 <INT>, i64 <INT>
0.749	0.3484	25340	<%ID> = getelementptr inbounds [5 x [5 x i32]], [5 x [5 x i32]]* <%ID>, i64 <INT>, i64 <%ID>, i64 <INT>
0.7492	0.3485	25267	<%ID> = getelementptr inbounds [16 x i32], [16 x i32]* <%ID>, i64 <INT>, i64 <INT>
0.7494	0.3486	25136	<%ID> = call dereferenceable(272) { i32 (...)**, opaque }* <@ID>({ i32 (...)**, opaque }* nonnull <%ID>, { i32 (...)**, opaque }* ({ i32 (...)**, opaque }*)* nonnull <@ID>)
0.7496	0.3487	24988	<%ID> = fsub fast double <%ID>, <%ID>
0.7498	0.3488	24960	<%ID> = load { { { { { { i64, i64, i8* } } } } } }*, { { { { { { i64, i64, i8* } } } } } }** <%ID>, align 8
0.75	0.3489	24815	<%ID> = bitcast [24 x i8]* <%ID> to i8*
0.7502	0.349	24672	<%ID> = getelementptr inbounds [5 x i32], [5 x i32]* <%ID>, i64 <INT>, i64 <%ID>
0.7504	0.3491	24428	<%ID> = call i64 <@ID>(i32 <INT>)
0.7506	0.3492	24355	<%ID> = icmp ult i8* <%ID>, <%ID>
0.7508	0.3493	24316	<%ID> = extractvalue { i64, opaque* } <%ID>, 0
0.751	0.3494	24253	<%ID> = tail call i32 <@ID>(i32 <%ID>, i32 <%ID>)
0.7511	0.3494	24164	<%ID> = sdiv i32 <%ID>, <%ID>
0.7513	0.3495	24129	<%ID> = udiv i32 <%ID>, <INT>
0.7515	0.3496	24115	<%ID> = fptosi double <%ID> to i32
0.7517	0.3497	24092	store i32 <INT>, i32* <%ID>, align 16
0.7519	0.3498	24060	<%ID> = getelementptr inbounds { i32, i32, i32, i32 }, { i32, i32, i32, i32 }* <%ID>, i32 <INT>, i32 <INT>
0.7521	0.3499	23993	<%ID> = call i32 (i8*, ...) <@ID>(i8* getelementptr inbounds ([6 x i8], [6 x i8]* <@ID>, i64 <INT>, i64 <INT>), i32* nonnull <%ID>, i32* nonnull <%ID>)
0.7523	0.35	23990	<%ID> = load <32 x i8>, <32 x i8>* <%ID>, align 1
0.7525	0.3501	23970	<%ID> = getelementptr inbounds [1 x i8], [1 x i8]* <%ID>, i32 <INT>, i32 <INT>
0.7527	0.3502	23779	<%ID> = load <%ID>*, <%ID>** <%ID>, align 8
0.7529	0.3503	23562	store <32 x i8> <%ID>, <32 x i8>* <%ID>, align 1
0.7531	0.3503	23440	<%ID> = alloca { i32 }*, align 8
0.7533	0.3504	23421	store double* <%ID>, double** <%ID>, align 8
0.7534	0.3505	23281	<%ID> = fmul fast double <%ID>, <%ID>
0.7536	0.3506	23267	<%ID> = alloca [1000 x i32], align 16
0.7538	0.3507	23184	store { i32 }* <%ID>, { i32 }** <%ID>, align 8
0.754	0.3508	23107	<%ID> = add nsw i32 <INT>, <%ID>
0.7542	0.3509	23071	<%ID> = phi double [ <FLOAT>, <%ID> ], [ <%ID>, <%ID> ]
0.7544	0.3509	23060	<%ID> = load <{ opaque, opaque*, opaque*, i8, [7 x i8] }>*, <{ opaque, opaque*, opaque*, i8, [7 x i8] }>** <%ID>, align 8
0.7546	0.351	22992	<%ID> = call i32 (i8*, ...) <@ID>(i8* getelementptr inbounds ([2 x i8], [2 x i8]* <@ID>, i32 <INT>, i32 <INT>))
0.7547	0.3511	22936	<%ID> = load <16 x i8>, <16 x i8>* <%ID>, align 1
0.7549	0.3512	22389	switch i32 <%ID>, label <%ID> [
    i32 <INT>, label <%ID>
    i32 <INT>, label <%ID>
  ]
0.7551	0.3513	22374	<%ID> = getelementptr inbounds <%ID>, <%ID>* <%ID>, i64 <INT>, i32 <INT>, i64 <INT>, i64 <INT>, i64 <INT>, i32 <INT>
0.7553	0.3514	22341	<%ID> = bitcast double* <%ID> to i8*
0.7555	0.3515	22137	<%ID> = load { i64, opaque, { { i32 } }, { i32 }, opaque* }*, { i64, opaque, { { i32 } }, { i32 }, opaque* }** <%ID>, align 8
0.7556	0.3515	22058	ret <{ <{ i32 (...)**, i32 }>, [4 x i8], { [13 x opaque*], i16*, i32*, i32*, [13 x i8*] }*, i8, [7 x i8], i32*, i32*, i16*, i8, [256 x i8], [256 x i8], i8, [6 x i8] }>* <%ID>
0.7558	0.3516	22029	<%ID> = call i32 (i8*, ...) <@ID>(i8* getelementptr inbounds ([3 x i8], [3 x i8]* <@ID>, i64 <INT>, i64 <INT>))
0.756	0.3517	21957	<%ID> = getelementptr inbounds <{ { i32 (...)**, { opaque* }, i8*, i8*, i8*, i8*, i8*, i8* }, { { { { { { i64, i64, i8* } } } } } }, i8*, i32, [4 x i8] }>, <{ { i32 (...)**, { opaque* }, i8*, i8*, i8*, i8*, i8*, i8* }, { { { { { { i64, i64, i8* } } } } } }, i8*, i32, [4 x i8] }>* <%ID>, i64 <INT>, i32 <INT>, i32 <INT>
0.7562	0.3518	21896	store i16* <%ID>, i16** <%ID>, align 8
0.7563	0.3519	21887	store float <FLOAT>, float* <%ID>, align 4
0.7565	0.3519	21763	<%ID> = inttoptr i64 <%ID> to i8*
0.7567	0.352	21709	<%ID> = fadd fast double <%ID>, <%ID>
0.7569	0.3521	21622	<%ID> = getelementptr inbounds i16, i16* <%ID>, i64 <INT>
